ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.1,201,1809,8,361,348,8,49,4,0
7.0,144,3335,6,333,409,17,54,1,0
7.9,184,1860,7,333,364,17,0,4,0
8.9,194,2023,6,332,476,17,52,4,0
7.4,184,1979,8,387,428,13,62,3,0
5.2,205,1287,7,365,501,20,77,3,0
7.1,184,3232,8,333,452,12,79,5,0
5.5,191,3643,7,323,383,15,52,3,0
6.7,232,2393,6,333,463,13,78,3,0
4.9,162,2777,7,317,493,14,77,1,0
6.3,188,3380,8,341,522,14,47,4,0
7.7,224,2185,7,275,404,12,63,2,0
5.6,194,1611,6,336,408,16,76,3,0
6.2,193,2300,8,340,297,13,78,3,0
5.0,194,1933,7,339,515,10,61,3,0
7.8,219,1647,6,333,362,13,82,3,0
9.8,139,1681,7,361,438,10,34,5,0
8.5,200,1490,7,333,485,16,53,4,0
8.9,181,1746,7,356,529,15,60,5,0
6.2,166,3028,8,333,351,17,75,3,0
7.3,219,1808,6,277,406,16,53,3,0
9.1,164,2026,7,304,408,10,84,4,0
9.3,203,2308,6,297,373,16,79,3,0
9.8,182,1994,6,333,343,19,85,5,0
8.0,200,1758,6,296,377,10,66,4,0
8.1,202,2673,8,323,368,17,66,4,0
8.2,214,2946,8,333,514,16,90,3,0
10.3,162,1886,6,344,585,18,74,3,0
4.0,216,4017,7,309,399,11,86,4,0
7.1,209,4498,8,333,349,15,66,3,0
8.5,190,1457,6,333,498,11,57,3,0
7.1,169,2000,6,333,349,11,41,3,0
7.1,223,2099,7,340,332,18,61,4,0
4.5,234,1408,6,296,382,17,59,4,0
7.1,193,1777,6,333,543,10,66,3,0
5.6,226,2785,6,309,414,16,78,3,0
8.6,199,1045,6,333,316,23,45,3,0
7.1,216,2088,7,303,269,15,104,3,0
10.2,148,1841,7,390,410,15,89,4,0
7.1,205,2182,6,331,338,15,56,2,0
6.6,179,3526,7,333,527,16,81,3,0
8.6,198,853,4,321,453,14,74,3,0
8.4,159,1957,7,344,390,17,53,4,0
7.2,174,1579,6,333,555,14,60,4,0
10.2,225,954,5,313,372,15,61,4,0
11.4,145,1617,6,333,553,12,69,2,0
7.1,199,557,4,341,388,10,50,3,0
6.6,220,2766,6,333,474,11,53,4,0
10.8,141,2398,7,389,361,14,57,3,0
5.1,251,3024,6,267,271,14,70,4,0
5.3,142,2555,6,416,443,7,72,5,0
8.0,151,2982,7,405,376,19,78,2,0
8.4,239,1717,6,272,294,10,62,3,0
7.1,184,2228,7,392,409,12,63,3,0
4.0,200,1472,6,333,519,16,77,4,0
2.1,192,2490,7,383,473,14,56,3,0
9.8,217,678,6,333,432,12,45,4,0
7.7,150,3391,8,406,436,15,66,3,0
7.1,233,2719,7,301,490,16,58,3,0
7.3,194,812,6,394,312,16,65,4,0
9.5,200,2004,7,303,335,16,71,3,0
2.0,216,2303,6,344,341,11,78,3,0
7.2,184,3312,7,322,345,15,68,4,0
7.0,178,3999,8,337,393,14,75,3,0
6.2,212,1501,5,319,279,12,75,4,0
6.3,179,2566,8,341,458,14,66,5,0
6.9,218,1347,5,333,302,11,61,4,0
6.5,179,3469,8,338,504,16,59,5,0
7.1,208,1642,5,310,364,17,107,4,0
7.3,193,1934,7,306,426,12,111,4,0
6.0,187,3084,7,339,323,12,72,3,0
8.6,164,1488,7,350,444,16,58,3,0
9.2,165,1131,6,372,420,13,72,3,0
7.1,156,2308,7,334,378,19,81,5,0
3.3,216,4231,8,333,352,14,52,3,0
11.4,186,1235,7,321,503,16,77,5,0
6.3,205,1990,7,284,471,18,64,4,0
7.1,192,2546,8,333,465,16,58,3,0
8.8,212,1416,6,333,488,12,60,4,0
6.6,195,3427,7,333,417,13,47,3,0
7.7,230,2177,6,333,395,15,92,3,0
7.0,185,2795,7,349,414,19,36,3,0
4.7,179,2229,6,407,371,18,86,3,0
5.2,176,2797,7,413,440,14,72,3,0
5.3,227,1760,6,358,489,11,66,4,1
8.4,224,1283,6,327,411,17,72,3,1
6.8,234,2445,5,334,337,9,77,4,1
7.3,160,1612,8,328,478,12,43,3,1
6.7,191,619,7,333,424,20,98,3,1
7.1,258,2549,4,341,425,18,67,3,1
7.1,232,872,5,333,400,8,69,3,1
7.8,233,1678,6,323,520,17,60,4,1
6.1,184,1797,7,333,334,7,59,3,1
6.7,155,3061,8,337,425,15,79,4,1
7.1,215,1017,6,333,378,13,82,3,1
5.0,215,988,6,379,527,14,52,3,1
6.4,249,2205,4,375,334,14,97,3,1
8.1,153,5079,7,306,423,14,65,4,1
6.9,232,1533,6,333,438,18,81,2,1
6.7,185,3455,6,360,303,10,50,4,1
4.3,207,3435,6,374,530,12,44,4,1
8.4,161,1590,8,300,479,15,71,3,1
7.3,197,2719,7,304,300,14,66,4,1
6.6,186,1670,6,379,405,14,62,3,1
7.1,240,2000,4,379,327,13,83,3,1
8.7,188,1320,6,335,399,10,43,3,1
8.4,163,3498,7,317,404,8,67,4,1
7.1,242,2929,5,340,463,5,66,3,1
6.7,216,2517,6,330,620,19,82,3,1
10.5,125,3860,8,333,674,9,51,5,1
6.3,186,2307,8,326,233,9,60,5,1
7.1,214,2203,6,294,332,18,46,4,1
6.7,183,925,8,345,320,12,56,3,1
8.3,183,2031,7,322,295,13,62,4,1
6.3,130,973,10,320,399,10,43,3,1
8.1,132,1081,9,314,479,14,72,4,1
5.7,223,135,6,380,620,14,62,3,1
6.6,241,5632,5,333,415,11,70,5,1
5.3,231,667,6,388,465,14,77,4,1
7.6,160,2900,7,333,438,13,67,3,1
7.1,139,3378,9,275,499,13,70,4,1
8.0,185,610,7,344,283,18,85,3,1
8.8,176,1217,7,321,395,12,65,3,1
8.3,184,2161,7,305,412,13,71,2,1
5.9,240,1832,6,351,491,8,44,4,1
8.2,186,1964,7,333,370,11,55,4,1
7.9,153,4121,8,294,354,11,67,3,1
8.7,169,2383,8,333,478,14,63,2,1
6.2,236,119,6,374,436,11,99,4,1
9.1,222,5373,6,254,382,12,101,4,1
8.4,164,2440,8,333,430,19,63,3,1
9.2,151,2650,8,294,541,13,39,4,1
9.4,157,1510,7,316,424,15,108,4,1
7.5,149,2883,8,333,531,9,57,1,1
6.0,225,1214,6,365,503,15,73,3,1
6.3,228,1160,6,333,414,11,88,4,1
5.7,142,2438,9,320,511,23,77,3,1
7.0,219,1647,6,339,492,15,70,3,1
7.3,175,1420,7,337,322,18,58,4,1
7.4,193,3225,6,337,572,18,57,4,1
7.6,202,4453,5,338,459,13,73,3,1
6.7,198,3467,6,360,430,12,66,3,1
7.0,185,3115,7,327,398,19,80,3,1
8.6,125,3207,9,264,342,12,53,4,1
7.4,180,3445,7,303,429,7,66,3,1
5.5,219,2096,6,355,312,14,57,3,1
9.6,94,1659,9,311,535,12,67,4,1
8.2,119,774,9,333,579,13,72,4,1
6.6,191,1022,6,380,421,12,65,3,1
6.6,197,1686,6,333,505,16,45,3,1
7.2,213,3275,6,333,490,12,58,4,1
8.3,151,1440,9,303,322,13,114,4,1
6.1,234,1666,5,348,437,10,66,2,1
8.3,110,2481,9,333,480,14,77,2,1
7.1,184,1487,7,367,435,19,75,1,1
9.0,173,2831,8,333,531,12,37,3,1
6.9,211,3501,6,333,549,8,27,3,1
9.3,193,5016,6,333,365,14,98,3,1
7.0,133,2194,8,341,536,16,91,4,1
5.1,223,2295,6,350,476,13,78,4,1
6.2,188,840,7,358,449,13,52,3,1
6.2,224,1522,5,366,649,10,71,3,1
7.5,185,3092,7,333,476,15,72,5,1
7.0,162,2431,9,307,490,15,102,3,1
5.4,272,283,5,333,347,15,66,5,1
7.5,186,3200,7,315,473,12,43,4,1
7.1,209,2703,6,350,407,11,81,3,1
8.6,153,1997,7,312,520,14,74,2,1
5.5,207,3891,6,360,427,18,61,3,1
8.7,197,4084,6,310,326,12,66,4,1
9.1,120,2220,9,285,372,14,64,4,1
8.1,125,2393,8,317,398,15,62,4,1
6.7,228,770,5,363,254,13,64,3,1
4.7,230,1551,6,333,384,16,64,5,1
9.2,127,3956,8,281,487,9,65,4,1
5.6,192,2285,7,343,439,15,50,4,1
4.9,222,1566,7,320,417,15,84,3,1
8.4,195,3525,6,314,282,12,46,3,1
6.8,219,2754,6,340,530,19,68,3,1
5.9,175,1204,8,347,380,12,65,4,1
7.1,257,2814,5,336,551,14,68,2,1
5.5,263,1991,4,366,435,12,51,5,1
5.6,271,4368,4,366,450,16,61,3,1
5.6,216,1482,7,355,330,9,41,3,1
7.1,98,2841,10,296,505,12,85,4,1
5.9,287,364,4,391,447,6,49,3,1
6.4,209,3197,7,321,289,11,66,4,1
6.2,193,1620,7,333,528,20,75,3,1
4.0,303,3321,4,333,494,13,72,5,1
5.0,240,2416,5,333,398,6,62,3,1
8.1,218,1811,6,333,376,17,59,4,1
7.1,198,3108,7,333,517,11,85,3,1
8.5,132,2103,8,345,360,10,64,2,1
7.9,210,5173,6,333,533,15,84,4,1
7.7,200,3200,7,290,583,16,39,3,1
7.2,207,2209,5,354,353,10,66,4,1
7.1,203,1064,6,333,384,16,72,3,1
8.7,114,2351,8,333,318,16,52,2,1
7.1,225,2819,5,366,418,17,103,3,1
6.4,198,1374,7,338,423,11,57,2,1
10.5,136,3287,8,276,416,18,60,4,1
6.6,190,1946,6,380,456,5,83,4,1
5.7,196,1135,8,347,300,18,44,4,1
4.8,256,4800,5,333,590,16,44,3,1
9.6,227,2269,5,314,394,16,75,4,1
9.2,169,2705,7,333,498,10,50,3,1
10.0,169,1583,7,301,388,13,71,3,1
6.1,205,2340,8,333,380,15,69,4,1
6.8,241,909,6,338,361,14,45,1,1
5.9,241,2572,4,385,462,14,60,4,1
6.1,241,881,5,369,367,16,47,4,1
5.8,277,1771,3,400,456,17,72,3,1
7.1,188,2471,7,333,555,16,56,4,1
10.7,173,2891,7,276,286,17,55,4,1
8.6,185,3154,7,333,342,18,62,5,1
6.3,211,1857,7,340,357,7,82,5,1
10.8,198,2961,5,304,383,14,47,4,1
7.4,148,4205,7,324,544,17,62,4,1
4.8,234,1114,6,370,370,13,46,3,1
4.9,258,1340,4,333,328,17,55,3,1
7.4,190,2256,8,294,413,13,63,4,1
8.9,131,1743,7,340,399,16,53,4,1
6.0,225,510,7,336,325,11,36,4,1
7.6,160,3918,7,312,503,13,62,3,1
6.7,272,1898,5,336,307,20,75,5,1
6.6,180,977,8,333,401,12,61,5,1
9.3,181,1654,7,309,487,13,66,4,1
7.1,134,900,9,333,428,8,74,3,1
3.6,244,2485,6,366,442,13,59,4,1
8.4,198,2847,6,319,499,15,35,4,1
6.9,260,2479,5,332,607,15,51,4,1
5.9,239,2052,6,341,403,18,63,4,1
8.2,203,2770,6,328,444,14,62,3,1
8.4,169,1462,7,333,464,11,38,4,1
9.0,215,1592,6,312,390,9,55,4,1
6.7,207,1724,7,304,329,16,28,3,1
11.5,94,3718,9,258,439,16,41,4,1
6.1,186,2613,7,345,415,12,60,3,1
4.7,193,4758,7,359,526,13,66,4,1
7.8,193,1732,8,333,392,19,66,2,1
9.4,175,3315,7,333,432,11,69,3,1
5.1,230,1198,6,333,402,11,77,4,1
7.9,195,1740,7,333,327,16,78,2,1
